#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RB1	CDK6	4435747	4435642	9606.ENSP00000267163	9606.ENSP00000265734	0	0	0	0	0.063	0.478	0.900	0.813	0.989
TFDP1	E2F3	4444547	4435161	9606.ENSP00000364519	9606.ENSP00000262904	0	0	0	0	0.216	0.649	0.900	0.541	0.985
TFDP1	E2F2	4444547	4442638	9606.ENSP00000364519	9606.ENSP00000355249	0	0	0	0	0.189	0.657	0.900	0.530	0.985
E2F1	CDK2	4441534	4435732	9606.ENSP00000345571	9606.ENSP00000266970	0	0	0	0	0.171	0.461	0.900	0.705	0.985
E2F4	CDK4	4445201	4434582	9606.ENSP00000368686	9606.ENSP00000257904	0	0	0	0	0.063	0.290	0.900	0.766	0.982
E2F4	CCND1	4445201	4433391	9606.ENSP00000368686	9606.ENSP00000227507	0	0	0	0	0.059	0.132	0.900	0.802	0.981
E2F4	CDK2	4445201	4435732	9606.ENSP00000368686	9606.ENSP00000266970	0	0	0	0	0.090	0.222	0.900	0.743	0.979
E2F3	CDK4	4435161	4434582	9606.ENSP00000262904	9606.ENSP00000257904	0	0	0	0	0.063	0.168	0.900	0.752	0.978
CDK6	E2F3	4435642	4435161	9606.ENSP00000265734	9606.ENSP00000262904	0	0	0	0	0.091	0.168	0.900	0.750	0.978
E2F1	CDK4	4441534	4434582	9606.ENSP00000345571	9606.ENSP00000257904	0	0	0	0	0.124	0.168	0.900	0.732	0.977
E2F2	CDK4	4442638	4434582	9606.ENSP00000355249	9606.ENSP00000257904	0	0	0	0	0.063	0.168	0.900	0.732	0.976
CDK6	CDK4	4435642	4434582	9606.ENSP00000265734	9606.ENSP00000257904	0	0	0.440	0.970	0.061	0.752	0.900	0.961	0.975
E2F4	CDK6	4445201	4435642	9606.ENSP00000368686	9606.ENSP00000265734	0	0	0	0	0.063	0.168	0.900	0.727	0.975
E2F2	CDK6	4442638	4435642	9606.ENSP00000355249	9606.ENSP00000265734	0	0	0	0	0.063	0.168	0.900	0.724	0.975
CDK2	E2F3	4435732	4435161	9606.ENSP00000266970	9606.ENSP00000262904	0	0	0	0	0.108	0.168	0.900	0.700	0.974
CDK2	CDK6	4435732	4435642	9606.ENSP00000266970	9606.ENSP00000265734	0	0	0.439	0.927	0.108	0.711	0.900	0.908	0.974
E2F2	CDK2	4442638	4435732	9606.ENSP00000355249	9606.ENSP00000266970	0	0	0	0	0.097	0.168	0.900	0.700	0.974
E2F1	CDK6	4441534	4435642	9606.ENSP00000345571	9606.ENSP00000265734	0	0	0	0	0.063	0.168	0.900	0.699	0.973
E2F3	CCND1	4435161	4433391	9606.ENSP00000262904	9606.ENSP00000227507	0	0	0	0	0.061	0.132	0.900	0.714	0.973
E2F1	CCND1	4441534	4433391	9606.ENSP00000345571	9606.ENSP00000227507	0	0	0	0	0.065	0.132	0.900	0.713	0.973
E2F2	CCND1	4442638	4433391	9606.ENSP00000355249	9606.ENSP00000227507	0	0	0	0	0	0.132	0.900	0.689	0.970
TFDP1	CDK2	4444547	4435732	9606.ENSP00000364519	9606.ENSP00000266970	0	0	0	0	0.116	0.357	0.900	0.412	0.962
E2F2	E2F1	4442638	4441534	9606.ENSP00000355249	9606.ENSP00000345571	0	0	0	0.855	0.107	0.513	0.900	0.792	0.958
DNMT1	E2F1	4442259	4441534	9606.ENSP00000352516	9606.ENSP00000345571	0	0	0	0	0.127	0.294	0.900	0.329	0.953
E2F4	E2F1	4445201	4441534	9606.ENSP00000368686	9606.ENSP00000345571	0	0	0	0.695	0.076	0.320	0.900	0.650	0.944
TFDP1	CDK6	4444547	4435642	9606.ENSP00000364519	9606.ENSP00000265734	0	0	0	0	0.088	0.136	0.900	0.347	0.941
TFDP1	CDK4	4444547	4434582	9606.ENSP00000364519	9606.ENSP00000257904	0	0	0	0	0.121	0.064	0.900	0.357	0.940
TFDP1	CCND1	4444547	4433391	9606.ENSP00000364519	9606.ENSP00000227507	0	0	0	0	0.062	0.079	0.900	0.360	0.937
E2F2	DNMT1	4442638	4442259	9606.ENSP00000355249	9606.ENSP00000352516	0	0	0	0	0.097	0	0.900	0.294	0.930
DNMT1	E2F3	4442259	4435161	9606.ENSP00000352516	9606.ENSP00000262904	0	0	0	0	0.063	0	0.900	0.320	0.930
CDK2	CDK4	4435732	4434582	9606.ENSP00000266970	9606.ENSP00000257904	0	0	0.446	0.911	0.119	0.126	0.900	0.952	0.926
E2F1	E2F3	4441534	4435161	9606.ENSP00000345571	9606.ENSP00000262904	0	0	0	0.865	0.077	0	0.900	0.614	0.911
E2F2	E2F3	4442638	4435161	9606.ENSP00000355249	9606.ENSP00000262904	0	0	0	0.895	0.055	0	0.900	0.812	0.909
TFDP1	DNMT1	4444547	4442259	9606.ENSP00000364519	9606.ENSP00000352516	0	0	0	0	0.103	0	0.900	0.050	0.907
DNMT1	CCND1	4442259	4433391	9606.ENSP00000352516	9606.ENSP00000227507	0	0	0	0	0.062	0	0	0.510	0.520
DNMT1	CDK4	4442259	4434582	9606.ENSP00000352516	9606.ENSP00000257904	0	0	0	0	0.114	0	0	0.415	0.459
DNMT1	CDK2	4442259	4435732	9606.ENSP00000352516	9606.ENSP00000266970	0	0	0	0	0.110	0.115	0	0.348	0.442
DNMT1	CDK6	4442259	4435642	9606.ENSP00000352516	9606.ENSP00000265734	0	0	0	0	0.063	0	0	0.412	0.425
